house_number,area,usage_kwh,total_bill
1390,Urban,930,411.98
1391,Urban,1082,494.97
1392,Urban,1195,556.67
1393,Urban,1084,496.06
1395,Urban,1099,504.25
1396,Urban,1155,534.83
1397,Urban,987,443.1
1398,Urban,678,274.39
1399,Urban,713,293.5
1400,Urban,838,361.75
1401,Urban,984,441.46
1402,Urban,683,277.12
1403,Urban,880,384.68
1404,Urban,879,384.13
1406,Urban,836,360.66
1407,Urban,1075,491.15
1409,Urban,998,449.11
1410,Urban,1026,464.4
1411,Urban,688,279.85
1412,Urban,719,296.77
1413,Urban,905,398.33
1414,Urban,901,396.15
1415,Urban,1013,457.3
1416,Urban,1196,557.22
1417,Urban,721,297.87
1418,Urban,1091,499.89
1419,Urban,1125,518.45
1420,Urban,1097,503.16
1421,Urban,1158,536.47
1422,Urban,920,406.52
1423,Urban,1189,553.39
1424,Urban,895,392.87
1425,Urban,1100,504.8
1426,Urban,1117,514.08
1427,Urban,807,344.82
1428,Urban,733,304.42
1429,Urban,1057,481.32
1430,Urban,1028,465.49
1431,Urban,844,365.02
1432,Urban,1128,520.09
1433,Urban,835,360.11
1435,Urban,882,385.77
1437,Urban,1141,527.19
1439,Urban,730,302.78
1440,Urban,902,396.69
1441,Urban,872,380.31
1442,Urban,1094,501.52
1443,Urban,1126,519.0
1444,Urban,987,443.1
1445,Urban,1155,534.83
1446,Urban,766,322.44
1447,Urban,685,278.21
1448,Urban,1182,549.57
1449,Urban,836,360.66
1451,Urban,891,390.69
1453,Urban,770,324.62
1454,Urban,1130,521.18
1456,Urban,748,312.61
1457,Urban,845,365.57
1459,Urban,1050,477.5
1460,Urban,1150,532.1
1461,Urban,892,391.23
1462,Urban,1043,473.68
1463,Urban,809,345.91
1466,Urban,886,387.96
1467,Urban,670,270.02
1468,Urban,1063,484.6
1469,Urban,694,283.12
1470,Urban,688,279.85
1471,Urban,696,284.22
1472,Urban,1017,459.48
1473,Urban,679,274.93
1475,Urban,758,318.07
1477,Urban,883,386.32
1478,Urban,1032,467.67
1479,Urban,1176,546.3
1480,Urban,667,268.38
1481,Urban,796,338.82
1482,Urban,922,407.61
1483,Urban,706,289.68
1484,Urban,831,357.93
1485,Urban,1040,472.04
1486,Urban,855,371.03
1487,Urban,872,380.31
1488,Urban,932,413.07
1490,Urban,665,267.29
1491,Urban,1061,483.51
1492,Urban,1008,454.57
1493,Urban,731,303.33
1494,Urban,1100,504.8
1496,Urban,1109,509.71
1497,Urban,1185,551.21
1498,Urban,1163,539.2
1499,Urban,1080,493.88
1500,Urban,847,366.66
1502,Urban,1061,483.51
1503,Urban,699,285.85
1504,Urban,835,360.11
1506,Urban,890,390.14
1507,Urban,986,442.56
1508,Urban,1135,523.91
1510,Urban,1145,529.37
1511,Urban,828,356.29
1513,Urban,1120,515.72
1514,Urban,973,435.46
1515,Urban,1151,532.65
1516,Urban,719,296.77
1517,Urban,692,282.03
1518,Urban,867,377.58
1519,Urban,783,331.72
1520,Urban,701,286.95
1521,Urban,1063,484.6
1522,Urban,771,325.17
1523,Urban,1107,508.62
1524,Urban,1005,452.93
1525,Urban,834,359.56
1526,Urban,921,407.07
1527,Urban,1122,516.81
1529,Urban,938,416.35
1530,Urban,1076,491.7
1532,Urban,1161,538.11
1533,Urban,715,294.59
1535,Urban,919,405.97
1536,Urban,1132,522.27
1537,Urban,951,423.45
1538,Urban,865,376.49
1539,Urban,987,443.1
1540,Urban,848,367.21
1541,Urban,963,430.0
1542,Urban,728,301.69
1543,Urban,828,356.29
1544,Urban,1078,492.79
1545,Urban,1181,549.03
1548,Urban,727,301.14
1549,Urban,740,308.24
1550,Urban,868,378.13
1551,Urban,734,304.96
1552,Urban,843,364.48
1553,Urban,692,282.03
1554,Urban,1175,545.75
1555,Urban,1135,523.91
1556,Urban,980,439.28
1557,Urban,709,291.31
1558,Urban,1032,467.67
1559,Urban,1200,559.4
1560,Urban,828,356.29
1561,Urban,949,422.35
1562,Urban,727,301.14
1563,Urban,850,368.3
1564,Urban,776,327.9
1565,Urban,897,393.96
1566,Urban,1182,549.57
1567,Urban,1032,467.67
1568,Urban,1169,542.47
1569,Urban,772,325.71
1570,Urban,743,309.88
1571,Urban,666,267.84
1572,Urban,710,291.86
1573,Urban,919,405.97
1575,Urban,846,366.12
1576,Urban,891,390.69
1577,Urban,867,377.58
1578,Urban,859,373.21
1579,Urban,746,311.52
1580,Urban,655,261.83
1581,Urban,1012,456.75
1582,Urban,1179,547.93
1583,Urban,1078,492.79
1584,Urban,910,401.06
1585,Urban,1062,484.05
1586,Urban,783,331.72
1588,Urban,1021,461.67
1589,Urban,1090,499.34
1590,Urban,1041,472.59
1591,Urban,1111,510.81
1592,Urban,1183,550.12
1593,Urban,712,292.95
1594,Urban,944,419.62
1595,Urban,1021,461.67
1596,Urban,975,436.55
1597,Urban,974,436.0
1598,Urban,836,360.66
1600,Urban,979,438.73
1601,Urban,785,332.81
1602,Urban,1018,460.03
1604,Urban,774,326.8
1605,Urban,1104,506.98
1606,Urban,1039,471.49
1608,Urban,1005,452.93
1609,Urban,878,383.59
1610,Urban,655,261.83
1611,Urban,659,264.01
1613,Urban,926,409.8
1614,Urban,898,394.51
1616,Urban,734,304.96
1617,Urban,812,347.55
1619,Urban,832,358.47
1620,Urban,880,384.68
1623,Urban,1051,478.05
1624,Urban,1124,517.9
1626,Urban,1184,550.66
1628,Urban,887,388.5
1629,Urban,937,415.8
1631,Urban,869,378.67
1633,Urban,1039,471.49
1634,Urban,719,296.77
1635,Urban,923,408.16
1636,Urban,901,396.15
1638,Urban,1001,450.75
1639,Urban,676,273.3
1640,Urban,1106,508.08
1642,Urban,958,427.27
1644,Urban,1065,485.69
1645,Urban,778,328.99
1646,Urban,662,265.65
1648,Urban,743,309.88
1650,Urban,863,375.4
1651,Urban,880,384.68
1652,Urban,1005,452.93
1653,Urban,1135,523.91
1655,Urban,1139,526.09
1656,Urban,704,288.58
1658,Urban,666,267.84
1660,Urban,1079,493.33
1661,Urban,739,307.69
1662,Urban,1046,475.32
1663,Urban,1163,539.2
1664,Urban,1139,526.09
1667,Urban,868,378.13
1669,Urban,784,332.26
1670,Urban,893,391.78
1672,Urban,1083,495.52
1673,Urban,1188,552.85
1674,Urban,937,415.8
1675,Urban,1173,544.66
1676,Urban,1076,491.7
1677,Urban,969,433.27
1678,Urban,1031,467.13
1681,Urban,827,355.74
1682,Urban,975,436.55
1684,Urban,1177,546.84
1685,Urban,986,442.56
1686,Urban,1083,495.52
1687,Urban,686,278.76
1689,Urban,662,265.65
1690,Urban,829,356.83
1691,Urban,1171,543.57
1692,Urban,986,442.56
1693,Urban,939,416.89
1694,Urban,1124,517.9
1695,Urban,1097,503.16
1696,Urban,1182,549.57
1697,Urban,844,365.02
1698,Urban,831,357.93
1699,Urban,830,357.38
1700,Urban,1137,525.0
1701,Urban,866,377.04
1704,Urban,885,387.41
1705,Urban,1071,488.97
1707,Urban,1141,527.19
1708,Urban,787,333.9
1709,Urban,824,354.1
1711,Urban,719,296.77
1715,Urban,1183,550.12
1716,Urban,810,346.46
1717,Urban,1127,519.54
1718,Urban,838,361.75
1720,Urban,687,279.3
1721,Urban,1082,494.97
1722,Urban,904,397.78
1723,Urban,1143,528.28
1724,Urban,701,286.95
1725,Urban,822,353.01
1726,Urban,1151,532.65
1727,Urban,1093,500.98
1728,Urban,1010,455.66
1729,Urban,839,362.29
1730,Urban,1013,457.3
1731,Urban,1066,486.24
1732,Urban,698,285.31
1733,Urban,787,333.9
1734,Urban,1063,484.6
1737,Urban,738,307.15
1738,Urban,941,417.99
1739,Urban,926,409.8
1740,Urban,1083,495.52
1741,Urban,976,437.1
1742,Urban,1178,547.39
1746,Urban,871,379.77
1747,Urban,799,340.45
1748,Urban,778,328.99
1749,Urban,1014,457.84
1753,Urban,1197,557.76
1754,Urban,1096,502.62
1755,Urban,660,264.56
1756,Urban,1115,512.99
1757,Urban,894,392.32
1758,Urban,766,322.44
1759,Urban,1075,491.15
1760,Urban,850,368.3
1761,Urban,724,299.5
1763,Urban,1047,475.86
1764,Urban,836,360.66
1765,Urban,896,393.42
1766,Urban,1078,492.79
1767,Urban,754,315.88
1771,Urban,1092,500.43
1772,Urban,669,269.47
1773,Urban,1000,450.2
1775,Urban,1097,503.16
1777,Urban,972,434.91
1778,Urban,1048,476.41
1779,Urban,1173,544.66
1780,Urban,808,345.37
1781,Urban,1166,540.84
1782,Urban,682,276.57
1783,Urban,821,352.47
1784,Urban,677,273.84
1785,Urban,856,371.58
1786,Urban,802,342.09
1788,Urban,888,389.05
1790,Urban,1002,451.29
1791,Urban,856,371.58
1792,Urban,1115,512.99
1794,Urban,686,278.76
1795,Urban,1158,536.47
1796,Urban,949,422.35
1797,Urban,863,375.4
1798,Urban,1015,458.39
1800,Urban,816,349.74
1801,Urban,804,343.18
1802,Urban,839,362.29
1803,Urban,900,395.6
1804,Urban,709,291.31
1807,Urban,854,370.48
1808,Urban,899,395.05
1809,Urban,786,333.36
1810,Urban,838,361.75
1811,Urban,1132,522.27
1812,Urban,944,419.62
1813,Urban,1034,468.76
1814,Urban,1179,547.93
1815,Urban,659,264.01
1816,Urban,987,443.1
1817,Urban,721,297.87
1818,Urban,956,426.18
1819,Urban,851,368.85
1820,Urban,1099,504.25
1821,Urban,770,324.62
1823,Urban,1177,546.84
1825,Urban,653,260.74
1826,Urban,855,371.03
1827,Urban,1048,476.41
1828,Urban,764,321.34
1829,Urban,1156,535.38
1830,Urban,1104,506.98
1831,Urban,1094,501.52
1833,Urban,978,438.19
1834,Urban,1127,519.54
1835,Urban,1078,492.79
1836,Urban,856,371.58
1837,Urban,945,420.17
1838,Urban,1094,501.52
1839,Urban,817,350.28
1840,Urban,1193,555.58
1841,Urban,692,282.03
1842,Urban,1170,543.02
1843,Urban,771,325.17
1845,Urban,811,347.01
1846,Urban,1084,496.06
1847,Urban,706,289.68
1849,Urban,660,264.56
1850,Urban,734,304.96
1851,Urban,945,420.17
1852,Urban,950,422.9
1855,Urban,861,374.31
1856,Urban,1167,541.38
1857,Urban,1110,510.26
1858,Urban,876,382.5
1859,Urban,1065,485.69
1860,Urban,1155,534.83
1861,Urban,773,326.26
1862,Urban,859,373.21
1863,Urban,1085,496.61
1864,Urban,1181,549.03
1865,Urban,1159,537.01
1866,Urban,857,372.12
1867,Urban,1052,478.59
1868,Urban,915,403.79
1869,Urban,980,439.28
1870,Urban,793,337.18
1871,Urban,828,356.29
1872,Urban,1141,527.19
1873,Urban,748,312.61
1874,Urban,961,428.91
1876,Urban,915,403.79
1877,Urban,785,332.81
1880,Urban,976,437.1
1881,Urban,1011,456.21
1882,Urban,876,382.5
1883,Urban,1100,504.8
1884,Urban,1162,538.65
1885,Urban,865,376.49
1886,Urban,702,287.49
1887,Urban,997,448.56
1888,Urban,978,438.19
1889,Urban,1010,455.66
1890,Urban,931,412.53
1891,Urban,1094,501.52
1892,Urban,787,333.9
1893,Urban,1184,550.66
1894,Urban,1172,544.11
1895,Urban,1054,479.68
1897,Urban,763,320.8
1898,Urban,835,360.11
1899,Urban,823,353.56
1900,Urban,999,449.65
1901,Urban,1116,513.54
1902,Urban,974,436.0
1903,Urban,734,304.96
1904,Urban,1168,541.93
1905,Urban,1012,456.75
1906,Urban,811,347.01
1907,Urban,1127,519.54
1908,Urban,802,342.09
1910,Urban,939,416.89
1911,Urban,1035,469.31
1912,Urban,653,260.74
1913,Urban,862,374.85
1914,Urban,776,327.9
1915,Urban,963,430.0
1919,Urban,928,410.89
1920,Urban,1054,479.68
1921,Urban,1066,486.24
1922,Urban,1198,558.31
1923,Urban,830,357.38
1924,Urban,912,402.15
1925,Urban,927,410.34
1927,Urban,861,374.31
1928,Urban,767,322.98
1929,Urban,943,419.08
1930,Urban,858,372.67
1932,Urban,809,345.91
1934,Urban,733,304.42
1935,Urban,1128,520.09
1936,Urban,772,325.71
1937,Urban,981,439.83
1938,Urban,1025,463.85
1939,Urban,961,428.91
1940,Urban,1075,491.15
1941,Urban,978,438.19
1942,Urban,828,356.29
1944,Urban,802,342.09
1945,Urban,866,377.04
1946,Urban,677,273.84
1947,Urban,820,351.92
1949,Urban,950,422.9
1951,Urban,1121,516.27
1954,Urban,1120,515.72
1955,Urban,898,394.51
1956,Urban,1149,531.55
1957,Urban,677,273.84
1959,Urban,679,274.93
1960,Urban,786,333.36
1961,Urban,1024,463.3
1963,Urban,844,365.02
1964,Urban,812,347.55
1965,Urban,1023,462.76
1966,Urban,1130,521.18
1967,Urban,865,376.49
1968,Urban,1199,558.85
1969,Urban,820,351.92
1970,Urban,1110,510.26
1971,Urban,671,270.57
1972,Urban,1035,469.31
1976,Urban,692,282.03
1977,Urban,1043,473.68
1978,Urban,866,377.04
1980,Urban,921,407.07
1981,Urban,652,260.19
1982,Urban,1047,475.86
1983,Urban,1109,509.71
1984,Urban,1054,479.68
1985,Urban,843,364.48
1986,Urban,983,440.92
1987,Urban,1031,467.13
1988,Urban,750,313.7
1989,Urban,652,260.19
1990,Urban,1087,497.7
1992,Urban,917,404.88
1994,Urban,693,282.58
1995,Urban,884,386.86
1996,Urban,1139,526.09
1997,Urban,1147,530.46
1998,Urban,784,332.26
1999,Urban,875,381.95
2000,Urban,1198,558.31
2001,Urban,1100,504.8
2002,Urban,920,406.52
2003,Urban,747,312.06
2004,Urban,876,382.5
2005,Urban,890,390.14
2006,Urban,698,285.31
2007,Urban,1090,499.34
2008,Urban,995,447.47
2009,Urban,759,318.61
2010,Urban,1071,488.97
2011,Urban,844,365.02
2012,Urban,765,321.89
2014,Urban,750,313.7
2016,Urban,1023,462.76
2017,Urban,1172,544.11
2021,Urban,1188,552.85
2022,Urban,1085,496.61
2023,Urban,667,268.38
2024,Urban,1132,522.27
2025,Urban,735,305.51
2026,Urban,1049,476.95
2027,Urban,698,285.31
2028,Urban,982,440.37
2029,Urban,1089,498.79
2030,Urban,765,321.89
2031,Urban,875,381.95
2033,Urban,756,316.98
2034,Urban,1083,495.52
2036,Urban,911,401.61
2038,Urban,1175,545.75
2039,Urban,935,414.71
2040,Urban,758,318.07
2041,Urban,719,296.77
2043,Urban,902,396.69
2044,Urban,915,403.79
2045,Urban,855,371.03
2046,Urban,1120,515.72
2047,Urban,902,396.69
2048,Urban,841,363.39
2049,Urban,1049,476.95
2050,Urban,845,365.57
2051,Urban,891,390.69
2052,Urban,1029,466.03
2054,Urban,747,312.06
2056,Urban,1186,551.76
2058,Urban,672,271.11
2059,Urban,993,446.38
2061,Urban,736,306.06
2064,Urban,853,369.94
2067,Urban,813,348.1
2068,Urban,944,419.62
2069,Urban,982,440.37
2071,Urban,859,373.21
2072,Urban,778,328.99
2073,Urban,1059,482.41
2074,Urban,782,331.17
2075,Urban,896,393.42
2077,Urban,893,391.78
2078,Urban,1176,546.3
2079,Urban,1083,495.52
2080,Urban,988,443.65
2081,Urban,749,313.15
2082,Urban,797,339.36
2083,Urban,1096,502.62
2084,Urban,892,391.23
2085,Urban,850,368.3
2086,Urban,1177,546.84
2087,Urban,795,338.27
2088,Urban,1034,468.76
2089,Urban,673,271.66
2090,Urban,982,440.37
2091,Urban,920,406.52
2092,Urban,1184,550.66
2093,Urban,1155,534.83
2095,Urban,1055,480.23
2096,Urban,695,283.67
2098,Urban,1020,461.12
2099,Urban,1186,551.76
2101,Urban,1132,522.27
2102,Urban,682,276.57
2103,Urban,695,283.67
2104,Urban,780,330.08
2105,Urban,652,260.19
2106,Urban,805,343.73
2109,Urban,939,416.89
2110,Urban,948,421.81
2111,Urban,1122,516.81
2112,Urban,1110,510.26
2114,Urban,1003,451.84
2115,Urban,1070,488.42
2116,Urban,938,416.35
2117,Urban,972,434.91
2118,Urban,730,302.78
2119,Urban,676,273.3
2120,Urban,1059,482.41
2122,Urban,1038,470.95
2123,Urban,1042,473.13
2126,Urban,1132,522.27
2127,Urban,1159,537.01
2128,Urban,802,342.09
2129,Urban,667,268.38
2130,Urban,1080,493.88
2131,Urban,904,397.78
2132,Urban,802,342.09
2134,Urban,768,323.53
2135,Urban,995,447.47
2137,Urban,837,361.2
2138,Urban,748,312.61
2139,Urban,1053,479.14
2140,Urban,1191,554.49
2142,Urban,988,443.65
2145,Urban,1016,458.94
2147,Urban,877,383.04
2148,Urban,674,272.2
2149,Urban,1050,477.5
2150,Urban,727,301.14
2152,Urban,928,410.89
2153,Urban,886,387.96
2154,Urban,1179,547.93
2155,Urban,1033,468.22
2156,Urban,1162,538.65
2158,Urban,830,357.38
2160,Urban,1161,538.11
2161,Urban,932,413.07
2162,Urban,996,448.02
2163,Urban,765,321.89
2164,Urban,1033,468.22
2166,Urban,943,419.08
2167,Urban,854,370.48
2168,Urban,835,360.11
2169,Urban,802,342.09
2170,Urban,845,365.57
2171,Urban,1135,523.91
2172,Urban,895,392.87
2174,Urban,764,321.34
2175,Urban,773,326.26
2176,Urban,782,331.17
2178,Urban,1017,459.48
2179,Urban,1001,450.75
2181,Urban,1197,557.76
2182,Urban,1039,471.49
2183,Urban,991,445.29
2184,Urban,791,336.09
2185,Urban,808,345.37
2186,Urban,932,413.07
2187,Urban,705,289.13
2188,Urban,1156,535.38
2189,Urban,1032,467.67
2191,Urban,1199,558.85
2192,Urban,1017,459.48
2193,Urban,873,380.86
2195,Urban,731,303.33
2197,Urban,813,348.1
2198,Urban,1084,496.06
2203,Urban,956,426.18
2204,Urban,838,361.75
2206,Urban,775,327.35
2207,Urban,924,408.7
2208,Urban,787,333.9
2209,Urban,973,435.46
2210,Urban,827,355.74
2211,Urban,840,362.84
2212,Urban,851,368.85
2213,Urban,1131,521.73
2214,Urban,828,356.29
2215,Urban,1075,491.15
2216,Urban,1038,470.95
2218,Urban,1155,534.83
2220,Urban,1095,502.07
2221,Urban,809,345.91
2222,Urban,788,334.45
2223,Urban,866,377.04
2225,Urban,995,447.47
2226,Urban,675,272.75
2227,Urban,772,325.71
2228,Urban,976,437.1
2229,Urban,734,304.96
2231,Urban,688,279.85
2232,Urban,738,307.15
2234,Urban,835,360.11
2235,Urban,714,294.04
2237,Urban,1005,452.93
2238,Urban,842,363.93
2239,Urban,700,286.4
2240,Urban,916,404.34
2241,Urban,1120,515.72
2242,Urban,798,339.91
2243,Urban,1081,494.43
2244,Urban,865,376.49
2245,Urban,706,289.68
2247,Urban,895,392.87
2248,Urban,899,395.05
2249,Urban,1180,548.48
2251,Urban,790,335.54
2252,Urban,1046,475.32
2253,Urban,914,403.24
2254,Urban,1169,542.47
2255,Urban,667,268.38
2256,Urban,718,296.23
2257,Urban,1199,558.85
2258,Urban,704,288.58
2259,Urban,684,277.66
2260,Urban,992,445.83
2261,Urban,1004,452.38
2262,Urban,984,441.46
2263,Urban,697,284.76
2265,Urban,1030,466.58
2267,Urban,696,284.22
2268,Urban,951,423.45
2269,Urban,1141,527.19
2270,Urban,926,409.8
2271,Urban,705,289.13
2272,Urban,977,437.64
2273,Urban,1031,467.13
2275,Urban,889,389.59
2276,Urban,1153,533.74
2277,Urban,670,270.02
2278,Urban,663,266.2
2279,Urban,1016,458.94
2280,Urban,772,325.71
2281,Urban,996,448.02
2282,Urban,812,347.55
2283,Urban,1045,474.77
2284,Urban,1066,486.24
2285,Urban,655,261.83
2286,Urban,979,438.73
2288,Urban,741,308.79
2289,Urban,747,312.06
2290,Urban,813,348.1
2292,Urban,703,288.04
2293,Urban,693,282.58
2294,Urban,661,265.11
2295,Urban,709,291.31
2296,Urban,842,363.93
2297,Urban,1143,528.28
2298,Urban,785,332.81
2299,Urban,999,449.65
2300,Urban,767,322.98
2301,Urban,851,368.85
2302,Urban,1198,558.31
2306,Urban,1121,516.27
2307,Urban,1000,450.2
2308,Urban,879,384.13
2309,Urban,1044,474.22
2310,Urban,746,311.52
2311,Urban,892,391.23
2312,Urban,896,393.42
2313,Urban,654,261.28
2314,Urban,924,408.7
2316,Urban,1179,547.93
2317,Urban,700,286.4
2318,Urban,1185,551.21
2320,Urban,671,270.57
2321,Urban,898,394.51
2322,Urban,689,280.39
2323,Urban,1166,540.84
2324,Urban,704,288.58
2325,Urban,801,341.55
2326,Urban,991,445.29
2327,Urban,918,405.43
2328,Urban,1085,496.61
2330,Urban,781,330.63
2331,Urban,723,298.96
2332,Urban,792,336.63
2333,Urban,690,280.94
2335,Urban,1089,498.79
2336,Urban,940,417.44
2338,Urban,937,415.8
2339,Urban,1081,494.43
2340,Urban,1109,509.71
2341,Urban,897,393.96
2342,Urban,974,436.0
2343,Urban,700,286.4
2344,Urban,902,396.69
2345,Urban,896,393.42
2346,Urban,1109,509.71
2347,Urban,833,359.02
2348,Urban,789,334.99
2349,Urban,1011,456.21
2352,Urban,1111,510.81
2353,Urban,996,448.02
2355,Urban,951,423.45
2357,Urban,660,264.56
2358,Urban,752,314.79
2360,Urban,1097,503.16
2361,Urban,729,302.23
2362,Urban,1144,528.82
2364,Urban,1154,534.28
2367,Urban,1039,471.49
2368,Urban,879,384.13
2369,Urban,800,341.0
2371,Urban,1052,478.59
2372,Urban,1119,515.17
2373,Urban,843,364.48
2375,Urban,764,321.34
2376,Urban,1047,475.86
2377,Urban,975,436.55
2378,Urban,717,295.68
2379,Urban,680,275.48
2381,Urban,1112,511.35
2382,Urban,745,310.97
2383,Urban,849,367.75
2384,Urban,991,445.29
2385,Urban,1017,459.48
2387,Urban,1017,459.48
2388,Urban,935,414.71
2390,Urban,1020,461.12
2391,Urban,1054,479.68
2392,Urban,1078,492.79
2394,Urban,853,369.94
2396,Urban,730,302.78
2397,Urban,891,390.69
2398,Urban,1104,506.98
2399,Urban,1174,545.2
2400,Urban,1158,536.47
2401,Urban,1002,451.29
2402,Urban,808,345.37
2403,Urban,912,402.15
2405,Urban,1057,481.32
2407,Urban,1130,521.18
2408,Urban,895,392.87
2409,Urban,791,336.09
2410,Urban,838,361.75
2411,Urban,1065,485.69
2412,Urban,886,387.96
2413,Urban,767,322.98
2414,Urban,994,446.92
2415,Urban,1190,553.94
2416,Urban,1139,526.09
2417,Urban,664,266.74
2418,Urban,870,379.22
2420,Urban,664,266.74
2421,Urban,1162,538.65
2422,Urban,692,282.03
2423,Urban,975,436.55
2424,Urban,1139,526.09
2425,Urban,824,354.1
2426,Urban,1084,496.06
2427,Urban,1197,557.76
2428,Urban,720,297.32
2429,Urban,1109,509.71
2430,Urban,764,321.34
2431,Urban,914,403.24
2434,Urban,737,306.6
2435,Urban,1075,491.15
2436,Urban,1047,475.86
2437,Urban,1094,501.52
2438,Urban,1067,486.78
2439,Urban,836,360.66
2441,Urban,890,390.14
2442,Urban,1171,543.57
2444,Urban,750,313.7
2445,Urban,730,302.78
2447,Urban,936,415.26
2449,Urban,1130,521.18
2450,Urban,1032,467.67
2451,Urban,1027,464.94
2452,Urban,651,259.65
2453,Urban,925,409.25
2455,Urban,831,357.93
2456,Urban,1000,450.2
2457,Urban,861,374.31
2458,Urban,1023,462.76
2459,Urban,1062,484.05
2460,Urban,722,298.41
2462,Urban,677,273.84
2463,Urban,682,276.57
2464,Urban,1014,457.84
2465,Urban,781,330.63
2466,Urban,822,353.01
2469,Urban,719,296.77
2470,Urban,1028,465.49
2471,Urban,870,379.22
2472,Urban,1173,544.66
2473,Urban,662,265.65
2474,Urban,1092,500.43
2475,Urban,662,265.65
2476,Urban,1183,550.12
2477,Urban,1180,548.48
2478,Urban,688,279.85
2479,Urban,976,437.1
2480,Urban,849,367.75
2481,Urban,1117,514.08
2483,Urban,677,273.84
2484,Urban,883,386.32
2488,Urban,1089,498.79
2489,Urban,1035,469.31
2490,Urban,1193,555.58
2491,Urban,782,331.17
2492,Urban,795,338.27
2493,Urban,1181,549.03
2494,Urban,982,440.37
2495,Urban,672,271.11
2496,Urban,1049,476.95
2497,Urban,743,309.88
2498,Urban,1046,475.32
2499,Urban,892,391.23
2500,Urban,1191,554.49
2502,Urban,976,437.1
2503,Urban,733,304.42
2504,Urban,1124,517.9
2505,Urban,984,441.46
2506,Urban,1124,517.9
2507,Urban,670,270.02
2508,Urban,1073,490.06
2509,Urban,1044,474.22
2510,Urban,1117,514.08
2511,Urban,903,397.24
2512,Urban,1053,479.14
2513,Urban,794,337.72
2515,Urban,986,442.56
2518,Urban,1052,478.59
2519,Urban,785,332.81
2520,Urban,1052,478.59
2521,Urban,1066,486.24
2522,Urban,1000,450.2
2523,Urban,727,301.14
2524,Urban,1141,527.19
2525,Urban,1020,461.12
2526,Urban,919,405.97
2527,Urban,970,433.82
2528,Urban,1173,544.66
2530,Urban,1168,541.93
2531,Urban,1164,539.74
2532,Urban,1165,540.29
2533,Urban,990,444.74
2534,Urban,986,442.56
2535,Urban,875,381.95
2536,Urban,679,274.93
2537,Urban,742,309.33
2539,Urban,1110,510.26
2541,Urban,825,354.65
2544,Urban,900,395.6
2545,Urban,1073,490.06
2547,Urban,717,295.68
2548,Urban,742,309.33
2549,Urban,677,273.84
2550,Urban,739,307.69
2551,Urban,1145,529.37
2552,Urban,1035,469.31
2554,Urban,816,349.74
2555,Urban,918,405.43
2556,Urban,1174,545.2
2557,Urban,1106,508.08
2558,Urban,980,439.28
2559,Urban,1182,549.57
2560,Urban,806,344.28
2561,Urban,1138,525.55
2562,Urban,662,265.65
2564,Urban,1003,451.84
2565,Urban,1184,550.66
2566,Urban,912,402.15
2567,Urban,1089,498.79
2569,Urban,870,379.22
2570,Urban,725,300.05
2571,Urban,856,371.58
2572,Urban,933,413.62
2573,Urban,696,284.22
